,size,db,task,method,trial,fold,score,scorer,selection,X_shape,Type,imputation_WCT,tuning_WCT,imputation_PT,tuning_PT
934,2500,TB,death_pvals,Iter+mask,1,4,0.9690305317959719,roc_auc_score,ANOVA,"(12341, 95)",Classification,6.422841,186.10867199999998,192.23061,5699.606586
935,2500,TB,death_pvals,Iter+mask,2,0,0.9698314985491058,roc_auc_score,ANOVA,"(12341, 100)",Classification,5.896692,135.240138,187.176242,4323.071463
936,2500,TB,death_pvals,Iter+mask,2,1,0.9721879525827389,roc_auc_score,ANOVA,"(12341, 100)",Classification,4.461579,127.68411200000001,142.760663,4085.1431869999997
937,2500,TB,death_pvals,Iter+mask,2,2,0.9685037647521594,roc_auc_score,ANOVA,"(12341, 100)",Classification,5.365403,127.241178,171.686045,4067.3917509999997
938,2500,TB,death_pvals,Iter+mask,2,3,0.9678431582899749,roc_auc_score,ANOVA,"(12341, 100)",Classification,6.152423000000001,125.92011799999999,196.860416,4029.0623880000003
939,2500,TB,death_pvals,Iter+mask,2,4,0.9700884419637081,roc_auc_score,ANOVA,"(12341, 100)",Classification,4.316946,129.928887,138.133983,4153.270621
940,2500,TB,death_pvals,Iter+mask,3,0,0.9688471683932862,roc_auc_score,ANOVA,"(12341, 100)",Classification,5.816192,126.873979,184.89629399999998,4056.016279
941,2500,TB,death_pvals,Iter+mask,3,1,0.9706635923648406,roc_auc_score,ANOVA,"(12341, 100)",Classification,5.782258000000001,120.56179499999999,185.03035400000002,3857.707746
942,2500,TB,death_pvals,Iter+mask,3,2,0.9696701984998307,roc_auc_score,ANOVA,"(12341, 100)",Classification,5.48756,116.673975,175.59931799999998,3729.406214
943,2500,TB,death_pvals,Iter+mask,3,3,0.9689235873544514,roc_auc_score,ANOVA,"(12341, 100)",Classification,5.671538,117.38330400000001,181.48650800000001,3755.715979
944,2500,TB,death_pvals,Iter+mask,3,4,0.9695167290158374,roc_auc_score,ANOVA,"(12341, 100)",Classification,4.678893,121.465291,149.701473,3883.13421
945,2500,TB,death_pvals,Iter+mask,4,0,0.9664846014740649,roc_auc_score,ANOVA,"(12341, 97)",Classification,6.1181849999999995,125.45148999999999,194.35917,4010.3716200000003
946,2500,TB,death_pvals,Iter+mask,4,1,0.9687615917880142,roc_auc_score,ANOVA,"(12341, 97)",Classification,4.7714300000000005,119.801371,152.68612199999998,3833.3575130000004
947,2500,TB,death_pvals,Iter+mask,4,2,0.9725563300372833,roc_auc_score,ANOVA,"(12341, 97)",Classification,5.610772,122.635157,179.516573,3920.4020570000002
948,2500,TB,death_pvals,Iter+mask,4,3,0.968502756766657,roc_auc_score,ANOVA,"(12341, 97)",Classification,4.491787,119.05658400000002,143.736962,3809.504383
949,2500,TB,death_pvals,Iter+mask,4,4,0.9688344318997585,roc_auc_score,ANOVA,"(12341, 97)",Classification,4.5957669999999995,121.003615,147.02736399999998,3867.908864
950,2500,TB,death_pvals,KNN,0,0,0.9674445752010997,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.576825,361.089047,12.799536999999999,9703.680787000001
951,2500,TB,death_pvals,KNN,0,1,0.9694070478071126,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.280935,231.616315,11.956242999999999,6448.963089
952,2500,TB,death_pvals,KNN,0,2,0.9683897072290654,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.3942930000000002,92.706437,13.436465,2927.363769
953,2500,TB,death_pvals,KNN,0,3,0.9678896156526242,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.45285,174.29041899999999,16.454185,5393.569155
954,2500,TB,death_pvals,KNN,0,4,0.9672340546469256,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.433146,83.370306,14.176048000000002,2649.484496
955,2500,TB,death_pvals,KNN,1,0,0.966876064444552,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.4560459999999997,261.462132,13.008949000000001,7290.449289
956,2500,TB,death_pvals,KNN,1,1,0.9694480993151766,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.557173,252.52302000000003,14.003029999999999,7305.1507
957,2500,TB,death_pvals,KNN,1,2,0.9715761463370476,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.371848,175.148866,12.158934,5066.530385
958,2500,TB,death_pvals,KNN,1,3,0.9707598528882367,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.233646,186.21823500000002,11.010086,5349.621703
959,2500,TB,death_pvals,KNN,1,4,0.9673081578819949,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.592988,252.510211,16.166703,7052.910129999999
960,2500,TB,death_pvals,KNN,2,0,0.9678507309161932,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.167713,87.302544,15.353126999999999,2788.216587
961,2500,TB,death_pvals,KNN,2,1,0.9650425486935642,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.220148,80.14787199999999,12.756047,2563.190197
962,2500,TB,death_pvals,KNN,2,2,0.9622772780195059,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.9754389999999997,81.56522700000001,12.326157,2605.208433
963,2500,TB,death_pvals,KNN,2,3,0.9639999453088106,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.9341180000000002,78.012928,14.622264000000001,2494.8491670000003
964,2500,TB,death_pvals,KNN,2,4,0.9663332081746501,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.078735,75.572215,13.435363,2416.824336
965,2500,TB,death_pvals,KNN,3,0,0.9672159498792665,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.218416,77.00322299999999,15.347245999999998,2462.5693530000003
966,2500,TB,death_pvals,KNN,3,1,0.9695523596196315,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.078455,77.043604,17.883401,2463.933822
967,2500,TB,death_pvals,KNN,3,2,0.9676365699465067,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.0147880000000002,77.775235,13.111324,2486.7687809999998
968,2500,TB,death_pvals,KNN,3,3,0.9679732975729084,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.725397,77.425172,13.466163,2476.310292
969,2500,TB,death_pvals,KNN,3,4,0.9676172020555227,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.9508349999999997,78.934453,17.492355,2524.594863
970,2500,TB,death_pvals,KNN,4,0,0.9640293002507301,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.875138,79.712997,14.824373000000001,2549.052818
971,2500,TB,death_pvals,KNN,4,1,0.9665383894756565,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.841977,76.210475,15.386891,2437.603964
972,2500,TB,death_pvals,KNN,4,2,0.9698934555475324,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.889659,79.507632,17.314693,2539.648808
973,2500,TB,death_pvals,KNN,4,3,0.9681256091938537,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.6979490000000004,77.126416,15.633220999999999,2466.900041
974,2500,TB,death_pvals,KNN,4,4,0.9680786631102728,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.56047,76.214513,11.538724,2437.557612
975,2500,TB,death_pvals,KNN+mask,0,0,0.9684861256428771,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.759426,231.07196499999998,12.970373,6598.012839999999
976,2500,TB,death_pvals,KNN+mask,0,1,0.9683568660226141,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.652971,219.34050299999998,14.821551000000001,6651.080103
977,2500,TB,death_pvals,KNN+mask,0,2,0.9645236025119313,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.38488,241.482084,11.093179,7271.600918000001
978,2500,TB,death_pvals,KNN+mask,0,3,0.9694418889588284,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.6348700000000003,226.46302599999999,12.341051,6776.882092
979,2500,TB,death_pvals,KNN+mask,0,4,0.9681706605924468,roc_auc_score,ANOVA,"(12341, 99)",Classification,2.548273,218.12816800000002,13.637682999999999,6631.717255
980,2500,TB,death_pvals,KNN+mask,1,0,0.9680840313844041,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.4100599999999996,204.70881799999998,12.976360000000001,6224.405783
981,2500,TB,death_pvals,KNN+mask,1,1,0.9699412437133299,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.424155,103.665963,15.954785999999999,3308.314839
982,2500,TB,death_pvals,KNN+mask,1,2,0.9706994334891887,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.142411,104.73441600000001,12.902911999999999,3342.479068
983,2500,TB,death_pvals,KNN+mask,1,3,0.969973979659504,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.176268,108.13321,15.803654000000002,3450.9731490000004
984,2500,TB,death_pvals,KNN+mask,1,4,0.9667584887150455,roc_auc_score,ANOVA,"(12341, 95)",Classification,2.170285,129.54413799999998,13.380417000000001,4098.1935189999995
985,2500,TB,death_pvals,KNN+mask,2,0,0.9691489104358153,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.208709,127.35801599999999,15.356966,4073.039665
986,2500,TB,death_pvals,KNN+mask,2,1,0.968239459062067,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.2836,121.22170600000001,14.428772,3876.851155
987,2500,TB,death_pvals,KNN+mask,2,2,0.9647301778620582,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.826874,116.068249,13.613567999999999,3712.1026030000003
988,2500,TB,death_pvals,KNN+mask,2,3,0.963761197232205,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.793834,118.836697,16.857847,3800.6071159999997
989,2500,TB,death_pvals,KNN+mask,2,4,0.9687973617811658,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.800781,118.21108500000001,16.769909,3780.5106590000005
990,2500,TB,death_pvals,KNN+mask,3,0,0.9677007787155298,roc_auc_score,ANOVA,"(12341, 100)",Classification,3.092628,119.130073,15.137095,3809.870912
991,2500,TB,death_pvals,KNN+mask,3,1,0.9702736556683712,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.8928130000000003,113.978021,16.183056,3645.063444
992,2500,TB,death_pvals,KNN+mask,3,2,0.96793024611958,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.8751330000000004,114.411621,16.325879999999998,3659.397819
993,2500,TB,death_pvals,KNN+mask,3,3,0.9663427632506899,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.749521,121.17721599999999,17.003999,3873.5209979999995
994,2500,TB,death_pvals,KNN+mask,3,4,0.9677762503342013,roc_auc_score,ANOVA,"(12341, 100)",Classification,2.7741990000000003,116.971593,15.722760000000001,3741.2884590000003
995,2500,TB,death_pvals,KNN+mask,4,0,0.9639545654539982,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.859801,122.20245200000001,14.974842,3908.1866560000003
996,2500,TB,death_pvals,KNN+mask,4,1,0.9668363813200902,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.799361,115.59589299999999,12.234843,3693.15154
997,2500,TB,death_pvals,KNN+mask,4,2,0.9685798072894847,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.933043,118.694929,13.907923,3795.484975
998,2500,TB,death_pvals,KNN+mask,4,3,0.9695439914276031,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.73022,119.044377,15.811264999999999,3803.299572
999,2500,TB,death_pvals,KNN+mask,4,4,0.967667095426862,roc_auc_score,ANOVA,"(12341, 97)",Classification,2.639753,112.628275,13.858746,3602.087742
1000,2500,TB,death_pvals,MIA,0,0,0.969682934993358,roc_auc_score,ANOVA,"(12341, 99)",Classification,,84.84955699999999,,2713.5803260000002
1001,2500,TB,death_pvals,MIA,0,1,0.9689990589731229,roc_auc_score,ANOVA,"(12341, 99)",Classification,,82.66077800000001,,2641.632684
1002,2500,TB,death_pvals,MIA,0,2,0.9713584680840315,roc_auc_score,ANOVA,"(12341, 99)",Classification,,75.843595,,2426.821011
1003,2500,TB,death_pvals,MIA,0,3,0.971203314435605,roc_auc_score,ANOVA,"(12341, 99)",Classification,,76.267585,,2440.524964
1004,2500,TB,death_pvals,MIA,0,4,0.9691411603471907,roc_auc_score,ANOVA,"(12341, 99)",Classification,,76.059154,,2433.8292899999997
1005,2500,TB,death_pvals,MIA,1,0,0.9690536890569311,roc_auc_score,ANOVA,"(12341, 95)",Classification,,184.447525,,5335.027229
1006,2500,TB,death_pvals,MIA,1,1,0.9718159292482521,roc_auc_score,ANOVA,"(12341, 95)",Classification,,201.760933,,5837.231053
1007,2500,TB,death_pvals,MIA,1,2,0.9716848802032787,roc_auc_score,ANOVA,"(12341, 95)",Classification,,199.881497,,5953.682261999999
1008,2500,TB,death_pvals,MIA,1,3,0.9719120318812328,roc_auc_score,ANOVA,"(12341, 95)",Classification,,180.339143,,5397.198228
1009,2500,TB,death_pvals,MIA,1,4,0.9676416750699454,roc_auc_score,ANOVA,"(12341, 95)",Classification,,185.746199,,5558.991833
1010,2500,TB,death_pvals,MIA,2,0,0.9700825521433161,roc_auc_score,ANOVA,"(12341, 100)",Classification,,77.293491,,2460.0742600000003
1011,2500,TB,death_pvals,MIA,2,1,0.9712928050585142,roc_auc_score,ANOVA,"(12341, 100)",Classification,,73.658998,,2351.423475
1012,2500,TB,death_pvals,MIA,2,2,0.9683483155639556,roc_auc_score,ANOVA,"(12341, 100)",Classification,,72.07818499999999,,2300.9595510000004
1013,2500,TB,death_pvals,MIA,2,3,0.9667001124324642,roc_auc_score,ANOVA,"(12341, 100)",Classification,,73.515739,,2346.8385399999997
1014,2500,TB,death_pvals,MIA,2,4,0.9714888519372777,roc_auc_score,ANOVA,"(12341, 100)",Classification,,74.49468900000001,,2378.052482
1015,2500,TB,death_pvals,MIA,3,0,0.9670916374920264,roc_auc_score,ANOVA,"(12341, 100)",Classification,,76.99432,,2461.878589
1016,2500,TB,death_pvals,MIA,3,1,0.9701680796104528,roc_auc_score,ANOVA,"(12341, 100)",Classification,,73.711269,,2358.61928
1017,2500,TB,death_pvals,MIA,3,2,0.9700193468389287,roc_auc_score,ANOVA,"(12341, 100)",Classification,,78.86314499999999,,2523.488139
1018,2500,TB,death_pvals,MIA,3,3,0.9686114906328879,roc_auc_score,ANOVA,"(12341, 100)",Classification,,79.674924,,2545.7744989999997
1019,2500,TB,death_pvals,MIA,3,4,0.9685309665209161,roc_auc_score,ANOVA,"(12341, 100)",Classification,,77.90541999999999,,2492.834778
1020,2500,TB,death_pvals,MIA,4,0,0.96519253157282,roc_auc_score,ANOVA,"(12341, 97)",Classification,,79.956114,,2556.995118
1021,2500,TB,death_pvals,MIA,4,1,0.9678938260637077,roc_auc_score,ANOVA,"(12341, 97)",Classification,,78.564778,,2510.630751
1022,2500,TB,death_pvals,MIA,4,2,0.9682261327584718,roc_auc_score,ANOVA,"(12341, 97)",Classification,,79.06083000000001,,2529.6901989999997
1023,2500,TB,death_pvals,MIA,4,3,0.9695118870430914,roc_auc_score,ANOVA,"(12341, 97)",Classification,,74.91229200000001,,2396.938493
1024,2500,TB,death_pvals,MIA,4,4,0.9677709346902086,roc_auc_score,ANOVA,"(12341, 97)",Classification,,73.592428,,2354.8853289999997
1025,2500,TB,death_pvals,Mean,0,0,0.9694479940548995,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.011322,75.583607,0.011318,2417.2317160000002
1026,2500,TB,death_pvals,Mean,0,1,0.9689962169456414,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.009285999999999999,71.058064,0.296984,2270.457921
1027,2500,TB,death_pvals,Mean,0,2,0.9706546978714267,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.008529,70.990399,0.272689,2271.523638
1028,2500,TB,death_pvals,Mean,0,3,0.968536755836156,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.009099,70.478251,0.290901,2255.154152
1029,2500,TB,death_pvals,Mean,0,4,0.967662253454116,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.008466,71.79878000000001,0.270687,2297.458075
1030,2500,TB,death_pvals,Mean,1,0,0.968312604076099,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.012343000000000002,180.477097,0.012313,5033.2788310000005
1031,2500,TB,death_pvals,Mean,1,1,0.9715830935153354,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.016402,168.243009,0.457953,4758.70126
1032,2500,TB,death_pvals,Mean,1,2,0.9717432996570621,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.011387999999999999,151.821232,0.011361,4543.031926
1033,2500,TB,death_pvals,Mean,1,3,0.9704557559477319,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.009833,212.25860600000001,0.294152,6352.681065999999
1034,2500,TB,death_pvals,Mean,1,4,0.9669105898154365,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.00954,206.236105,0.285421,6223.894037
1035,2500,TB,death_pvals,Mean,2,0,0.9682575492246998,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.009101999999999999,216.73426400000002,0.009079,6432.3812
1036,2500,TB,death_pvals,Mean,2,1,0.968927989583432,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.016885,272.46047200000004,0.522068,8194.675976999999
1037,2500,TB,death_pvals,Mean,2,2,0.967175925779849,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.016578,265.49334300000004,0.496033,7945.863012000001
1038,2500,TB,death_pvals,Mean,2,3,0.9655093169596326,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.007849,198.839374,0.23475500000000002,5752.3607759999995
1039,2500,TB,death_pvals,Mean,2,4,0.9699600228440891,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.016908000000000003,209.201122,0.472051,6020.385457
1040,2500,TB,death_pvals,Mean,3,0,0.965598309940991,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.011524,73.463583,0.011522,2349.11031
1041,2500,TB,death_pvals,Mean,3,1,0.9692433680762421,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.009257,70.47791,0.29607,2255.204613
1042,2500,TB,death_pvals,Mean,3,2,0.971156263091747,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.009126,75.739188,0.29187199999999996,2420.11854
1043,2500,TB,death_pvals,Mean,3,3,0.9688388528313963,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.008879000000000001,71.610737,0.283954,2291.432639
1044,2500,TB,death_pvals,Mean,3,4,0.9681244513308057,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.009032,71.709311,0.28882199999999997,2294.492559
1045,2500,TB,death_pvals,Mean,4,0,0.9637457290642572,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.009590000000000001,77.056309,0.009586,2464.014123
1046,2500,TB,death_pvals,Mean,4,1,0.9683718129819605,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.010418,73.287678,0.333241,2345.003508
1047,2500,TB,death_pvals,Mean,4,2,0.9702879710660551,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.008578,77.40888299999999,0.274266,2473.169636
1048,2500,TB,death_pvals,Mean,4,3,0.9683085515554312,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.008111,74.664066,0.259324,2389.032071
1049,2500,TB,death_pvals,Mean,4,4,0.9674953106546557,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.008574,72.297122,0.274173,2313.228208
1050,2500,TB,death_pvals,Mean+mask,0,0,0.9695557805786369,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.017961,115.91774699999999,0.017959,3706.605324
1051,2500,TB,death_pvals,Mean+mask,0,1,0.9690243740697623,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.01218,108.972558,0.38958400000000004,3483.270899
1052,2500,TB,death_pvals,Mean+mask,0,2,0.9715010957594844,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.012169,109.422656,0.38916100000000003,3501.175888
1053,2500,TB,death_pvals,Mean+mask,0,3,0.9678675109944359,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.011970999999999999,109.716835,0.382838,3508.17453
1054,2500,TB,death_pvals,Mean+mask,0,4,0.9689292714094139,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.018103,115.61638,0.5599310000000001,3697.4907630000002
1055,2500,TB,death_pvals,Mean+mask,1,0,0.9681804497982159,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.016557,381.11827999999997,0.016516,10608.631371
1056,2500,TB,death_pvals,Mean+mask,1,1,0.9716134084751363,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.018198,376.363419,0.490048,10032.414927
1057,2500,TB,death_pvals,Mean+mask,1,2,0.9716199346123159,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.014182,269.406213,0.381813,7473.702756999999
1058,2500,TB,death_pvals,Mean+mask,1,3,0.9709995305391643,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.017374,243.096925,0.50242,7458.675114
1059,2500,TB,death_pvals,Mean+mask,1,4,0.9683373928713529,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.012029,100.753204,0.383777,3216.086693
1060,2500,TB,death_pvals,Mean+mask,2,0,0.9693447469638503,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.016094,200.95395200000002,0.016054,5947.170986
1061,2500,TB,death_pvals,Mean+mask,2,1,0.9718288838895532,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.013569999999999999,200.277251,0.419521,6193.675846
1062,2500,TB,death_pvals,Mean+mask,2,2,0.966448322610705,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.018797,224.36117799999997,0.581083,6730.15298
1063,2500,TB,death_pvals,Mean+mask,2,3,0.9662373408302333,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.01875,296.139998,0.561024,8948.582451999999
1064,2500,TB,death_pvals,Mean+mask,2,4,0.9704969430780412,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.011326000000000001,202.696006,0.350056,6268.577752
1065,2500,TB,death_pvals,Mean+mask,3,0,0.9665274424068393,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.018549,109.443529,0.018546,3500.245242
1066,2500,TB,death_pvals,Mean+mask,3,1,0.9715891459812678,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.011816,111.11706000000001,0.377907,3551.9901229999996
1067,2500,TB,death_pvals,Mean+mask,3,2,0.9684607579160991,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.011913,107.44798700000001,0.38109899999999997,3438.0430509999997
1068,2500,TB,death_pvals,Mean+mask,3,3,0.9687804333776127,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.01182,105.806229,0.37804099999999996,3385.606139
1069,2500,TB,death_pvals,Mean+mask,3,4,0.9686702258675026,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.011297,112.337528,0.361375,3590.4878350000004
1070,2500,TB,death_pvals,Mean+mask,4,0,0.9619872508752392,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.019256,117.81882900000001,0.019253,3767.623235
1071,2500,TB,death_pvals,Mean+mask,4,1,0.9689407447796167,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.011789,108.72300800000001,0.377046,3474.976004
1072,2500,TB,death_pvals,Mean+mask,4,2,0.9689656914652861,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.011238,108.87375800000001,0.359315,3483.254857
1073,2500,TB,death_pvals,Mean+mask,4,3,0.9689497971634461,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.011504,106.865669,0.367857,3419.146925
1074,2500,TB,death_pvals,Mean+mask,4,4,0.9683004465140955,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.010816,109.884778,0.345926,3511.4669740000004
1075,2500,TB,death_pvals,Med,0,0,0.9690250582615634,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.032956,72.002114,0.032876999999999997,2295.638579
1076,2500,TB,death_pvals,Med,0,1,0.9686299638115167,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.023513,66.772655,0.75056,2131.578961
1077,2500,TB,death_pvals,Med,0,2,0.9703855473429148,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.022818,70.086232,0.7283069999999999,2237.353767
1078,2500,TB,death_pvals,Med,0,3,0.9687564340344369,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.023558000000000003,69.31607,0.7519640000000001,2212.725205
1079,2500,TB,death_pvals,Med,0,4,0.9689350607246539,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.023249000000000002,67.789868,0.742132,2164.022098
1080,2500,TB,death_pvals,Med,1,0,0.9674055236383002,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.038607999999999996,188.679605,0.038516,5500.41881
1081,2500,TB,death_pvals,Med,1,1,0.9719182422375808,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.025148,157.431345,0.752553,4784.261901
1082,2500,TB,death_pvals,Med,1,2,0.9715926195704117,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.025519999999999998,153.31493,0.789169,4741.5392950000005
1083,2500,TB,death_pvals,Med,1,3,0.9706679606663396,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.024621,171.042914,0.761285,5180.9364399999995
1084,2500,TB,death_pvals,Med,1,4,0.9671561094117423,roc_auc_score,ANOVA,"(12341, 95)",Classification,0.023215,154.375886,0.71783,4774.186014
1085,2500,TB,death_pvals,Med,2,0,0.9671681428029024,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.029776999999999998,77.190186,0.029776,2467.946012
1086,2500,TB,death_pvals,Med,2,1,0.9695481035304214,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.022573,73.86452299999999,0.722194,2362.905807
1087,2500,TB,death_pvals,Med,2,2,0.9678111849792752,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.023053,75.53259,0.735904,2414.133585
1088,2500,TB,death_pvals,Med,2,3,0.9645467520269922,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.022675999999999998,73.490611,0.725446,2351.3937920000003
1089,2500,TB,death_pvals,Med,2,4,0.9681568964012147,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.021969,71.73787800000001,0.70273,2295.469844
1090,2500,TB,death_pvals,Med,3,0,0.9688470631330091,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.034869,73.971727,0.034866,2365.1530940000002
1091,2500,TB,death_pvals,Med,3,1,0.9685356506032465,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.022091999999999997,75.618489,0.706717,2416.2093219999997
1092,2500,TB,death_pvals,Med,3,2,0.9699930317696568,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.022239,73.06447800000001,0.7113470000000001,2337.597976
1093,2500,TB,death_pvals,Med,3,3,0.9666677543561967,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.021928,73.699237,0.7014020000000001,2358.193314
1094,2500,TB,death_pvals,Med,3,4,0.9683704445983583,roc_auc_score,ANOVA,"(12341, 100)",Classification,0.022203999999999998,74.613005,0.708562,2387.421116
1095,2500,TB,death_pvals,Med,4,0,0.9648640142480311,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.033317,398.728903,0.033238,10413.47835
1096,2500,TB,death_pvals,Med,4,1,0.9694260999172654,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.0355,253.732394,0.9561850000000001,7416.165826
1097,2500,TB,death_pvals,Med,4,2,0.969345786325848,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.03514,291.181966,1.0165309999999999,8660.093331999999
1098,2500,TB,death_pvals,Med,4,3,0.9684484424636801,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.035297,186.85808799999998,1.055977,5716.717975
1099,2500,TB,death_pvals,Med,4,4,0.9652835817125005,roc_auc_score,ANOVA,"(12341, 97)",Classification,0.034972,180.654663,1.081361,5587.036209000001
1100,2500,TB,death_pvals,Med+mask,0,0,0.9686868043611437,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.036449,326.648115,0.036363,9080.6468
1101,2500,TB,death_pvals,Med+mask,0,1,0.9705530690738989,roc_auc_score,ANOVA,"(12341, 99)",Classification,0.044775999999999996,220.78878999999998,1.2506110000000001,6517.633124
