47-0.0,0.9732732930567258
68-0.0,6.267532137803454e-06
102-0.0,9.140175141620329e-07
129-0.0,0.5376115321294472
130-0.0,0.2632634970194487
699-0.0,2.2557772428785274e-113
709-0.0,1.673671192771707e-54
757-0.0,3.610825006645155e-11
767-0.0,1.4065578770525918e-23
777-0.0,4.881071841030309e-18
1050-0.0,3.126940613234429e-26
1060-0.0,9.623116180774143e-11
1070-0.0,2.931727184504463e-12
1080-0.0,0.23698138030518204
1090-0.0,8.848888620685754e-21
1160-0.0,2.8614929781038406e-19
1269-0.0,0.0783588900624059
1279-0.0,0.0004701847308381586
1289-0.0,2.2579591738373394e-09
1299-0.0,0.7403915289154629
1309-0.0,0.004589244388722701
1319-0.0,0.0008927304312841293
1438-0.0,0.013431558288406665
1458-0.0,5.121707553449705e-32
1488-0.0,0.00033988442882931737
1498-0.0,0.37296934722028907
1528-0.0,5.767563107978596e-11
1568-0.0,0.0005765999383748707
1578-0.0,0.31987885589412113
1588-0.0,7.643029950284255e-06
1598-0.0,0.27991591997504683
1608-0.0,0.003994322026323052
1737-0.0,2.3567631919382776e-37
1807-0.0,1.0462770976863478e-08
2139-0.0,4.802720290365313e-16
2149-0.0,0.014320864243966046
2277-0.0,0.19285125430082364
2867-0.0,0.07597877924376319
2897-0.0,0.14623181762394288
3061-0.0,0.1189809488648329
3581-0.0,0.7783077865504353
3659-0.0,0.8822842502513969
3669-0.0,0.5177603906659121
3680-0.0,9.02552855233744e-05
3700-0.0,0.4103414235596953
3710-0.0,0.8040777327770942
3972-0.0,0.6990204778517632
3982-0.0,0.12508196734178914
4079-0.0,0.3354904447448743
4080-0.0,6.225388280558315e-52
4198-0.0,2.540258002881799e-07
4199-0.0,0.00016969021728347166
4200-0.0,2.8217512162018396e-08
4250-0.0,
4260-0.0,
4269-0.0,0.8683935305341448
4272-0.0,0.00011939613863525171
4279-0.0,5.534668264182801e-13
4282-0.0,0.5238160523309332
4288-0.0,0.07056992461724362
4290-0.0,0.8363281657779881
4291-0.0,0.4832873944572185
4407-0.0,0.8225903037959499
4418-0.0,0.7662243709272416
4429-0.0,0.5286474599418106
4440-0.0,0.1087619994167441
4451-0.0,0.3747991417740958
